epoch,N1,N2,N3,R,W
0,0.008218979272064691,0.005281202826236282,0.0018695840950378976,7.816841346375808e-05,0.9845520653931973
1,0.006514665321337979,0.0041890746473855055,0.006857416574634092,0.0002493364535023411,0.98218950700314
2,0.04617894613980747,0.11355247780755033,0.008318552145538933,0.0026509078749713364,0.829299116032132
3,0.03781925063944842,0.12413216714220365,0.09427101430548701,0.005143275701547247,0.7386342922113136
4,0.0562413233613844,0.08891381669428834,0.1034872916103498,0.0019871948663887176,0.7493703734675887
5,0.1160688957004632,0.08451646731338029,0.0036764346054047148,0.0034088363655436263,0.7923293660152081
6,0.061816676967264374,0.011733160143823597,0.00026755964759183146,0.0017322673902337102,0.9244503358510866
7,0.017699146534341324,0.008701319666940191,8.800705166818983e-05,0.0032235871949418734,0.9702879395521083
8,0.014405559307508413,0.003952110478862572,4.997641118301884e-05,0.002605633900220805,0.9789867199022252
9,0.010898222421406492,0.002521470270873378,5.804613299814282e-05,0.0017396762961632754,0.9847825848785589
10,0.01726300773500119,0.004715877873240897,6.411269907339317e-05,0.003520645658433413,0.9744363560342512
11,0.03517266937885944,0.006184897280896912,0.00010074747421912537,0.0054697947762121155,0.9530718910898123
12,0.0383475465213337,0.006204548393680175,0.00015416042393616281,0.006115421997605264,0.9491783226634447
13,0.19999223225238674,0.020363116561357808,0.00020981252672557294,0.011532446310746153,0.7679023923487837
14,0.18353878881846522,0.04595283626074604,0.0005966418541619327,0.04262042975255622,0.7272913033140705
15,0.3496118033010614,0.119496000082912,0.0006236100841202434,0.1297846113393322,0.40048397519257417
16,0.2486628017868886,0.12106717741481045,0.00030953634498844706,0.0927193430902606,0.5372411413630519
17,0.19417046886050238,0.07805851355469849,0.000290651317121208,0.3784356792395159,0.34904468702816205
18,0.2701734107093213,0.09811964236129285,0.000165147304890379,0.507928438765056,0.12361336085943946
19,0.17641363122515716,0.0543344598667218,0.00011956512522331975,0.45230941244213585,0.31682293134076184
20,0.2458256389739115,0.09411899735001104,0.00022321903030027217,0.6042014887799791,0.05563065586579807
21,0.13530365487035625,0.06357065102004521,0.00011962245346438735,0.7486678735677076,0.052338198088426637
22,0.06224268386147134,0.044336228618063106,0.0001316131809750038,0.8772796236560326,0.016009850683458053
23,0.062022302675314896,0.10385531416161543,0.0004520068263353018,0.7537461849352182,0.07992419140151617
24,0.05677469868120749,0.015789745482437337,6.240989937779485e-05,0.7478567518620564,0.17951639407492107
25,0.12819673291771952,0.05704625760021396,0.00020431292625142246,0.6819141325765553,0.13263856397925985
26,0.19942894673657566,0.09176737031113519,0.0002285255512559942,0.6130028742891954,0.09557228311183774
27,0.21466387784006724,0.12531124472109884,0.0003822885835198008,0.6063340388964614,0.05330854995885267
28,0.15247086669285329,0.29101023353482236,0.0014110264124727798,0.4880771285499957,0.06703074480985584
29,0.1560713008849586,0.2548765916005416,0.002138530142206055,0.5295986476221728,0.05731492975012096
30,0.12604805920987114,0.2510525666254471,0.00303895801636243,0.5221988113831937,0.0976616047651256
31,0.09436614488725487,0.5499596507086939,0.009882115557123513,0.23928098612802395,0.1065111027189037
32,0.11214121122795283,0.4392130052769923,0.01787606110651766,0.21182857745555775,0.21894114493297948
